flight_key,ORIGIN,DEST,dep_hour,count
B62323,LAX,ATL,1,1
B62324,ORD,IAD,3,1
B62326,DEN,ATL,8,1
B6233,LAX,BOS,7,1
B62334,ATL,BOS,3,1
B62344,ORD,BOS,8,1
B62346,IAD,DFW,18,1
B62353,LAX,JFK,20,1
B62357,DEN,SEA,19,1
B62358,SFO,IAD,10,1
B62365,DEN,SFO,20,1
B62368,ORD,JFK,18,1
B62377,DEN,JFK,16,1
B62379,IAD,BOS,14,1
B6238,DEN,ORD,1,1
B62381,DFW,ATL,15,1
B62423,ORD,SEA,10,1
B62425,BOS,ORD,11,1
B62434,DEN,LAX,18,1
B62436,BOS,LAX,17,1
B62450,DEN,JFK,5,1
B62457,SEA,JFK,22,1
B62483,IAD,JFK,20,1
B62499,LAX,DEN,22,1
B62506,ATL,JFK,3,1
B62509,IAD,DFW,8,1
B62518,ORD,JFK,14,1
B62523,IAD,JFK,5,1
B62529,DFW,LAX,17,1
B6254,ATL,DEN,17,1
B62552,LAX,JFK,9,1
B62557,DFW,JFK,1,1
B62564,ORD,DEN,4,1
B62578,ATL,SFO,5,1
B62592,ORD,ATL,1,1
B62599,BOS,DFW,7,1
B62612,IAD,BOS,8,1
B62614,ATL,LAX,22,1
B62617,SEA,JFK,5,1
B62622,DEN,DFW,18,1
B62623,ATL,DEN,8,1
B62634,IAD,DFW,20,1
B62640,DFW,SFO,8,1
B62644,DFW,DEN,11,1
B62655,BOS,ATL,20,1
B62658,DEN,DFW,17,1
B62663,IAD,SEA,19,1
B6267,LAX,SEA,3,1
B62674,BOS,ORD,15,1
B62681,SFO,BOS,4,1
B62682,SFO,SEA,10,1
B62686,SFO,ATL,15,1
B62688,DEN,LAX,14,1
B62697,ATL,DFW,21,1
B62708,IAD,SFO,9,1
B62709,JFK,LAX,17,1
B6271,ATL,SFO,3,1
B6273,JFK,ATL,19,1
B62732,ORD,LAX,16,1
B62735,SFO,IAD,3,1
B62739,DEN,ATL,15,1
B62751,ATL,DEN,9,1
B6276,JFK,LAX,2,1
B62761,ATL,LAX,15,1
B62766,JFK,BOS,13,1
B62773,DEN,ORD,21,1
B62782,LAX,DEN,7,1
B62800,DFW,JFK,7,1
B62811,JFK,ORD,7,1
B62820,ATL,IAD,14,1
B62835,DEN,IAD,1,1
B62836,SFO,BOS,8,1
B6284,BOS,SFO,6,1
B62842,LAX,ORD,18,1
B62852,ATL,BOS,15,1
B62856,LAX,DFW,2,1
B62871,SEA,ORD,22,1
B62872,SEA,SFO,1,1
B62875,IAD,BOS,1,1
B62882,SEA,DFW,14,1
B62885,DEN,SFO,15,1
B62891,JFK,DEN,23,1
B6290,JFK,IAD,18,1
B62905,LAX,DEN,11,1
B62925,SFO,SEA,18,1
B62928,SEA,DFW,7,1
B62933,SEA,BOS,19,1
B6294,JFK,BOS,0,1
B62942,ATL,BOS,0,1
B62946,ORD,SEA,23,1
B62960,IAD,LAX,6,1
B62964,ATL,BOS,4,1
B62978,ORD,BOS,22,1
B62980,ATL,LAX,20,1
B62982,DEN,SEA,22,1
B62994,IAD,DEN,15,1
B62995,SEA,BOS,21,1
B6300,DEN,JFK,4,1
B63017,ATL,JFK,6,1
B63025,DEN,IAD,4,1
B63026,ORD,LAX,8,1
B63028,JFK,LAX,10,1
B63030,BOS,SFO,0,1
B63031,IAD,LAX,13,1
B63044,ORD,SFO,22,1
B63046,LAX,SFO,14,1
B63062,LAX,JFK,17,1
B63073,ATL,IAD,9,1
B63084,SFO,SEA,18,1
B63094,SFO,ATL,16,1
B63105,DEN,SFO,7,1
B63106,DFW,LAX,16,1
B63109,LAX,BOS,11,1
B63110,BOS,SFO,16,1
B63114,LAX,BOS,1,1
B63116,LAX,BOS,5,1
B6312,ATL,JFK,1,1
B63129,SEA,DEN,14,1
B63140,ORD,SEA,6,1
B63141,SEA,SFO,8,1
B63143,SFO,BOS,20,1
B63146,JFK,SFO,12,1
B63149,JFK,BOS,14,1
B63153,DEN,SFO,3,1
B63155,BOS,ATL,20,1
B63160,JFK,DEN,1,1
B63168,SFO,DFW,19,1
B6317,IAD,DEN,16,1
B63172,SEA,BOS,0,1
B63180,JFK,SFO,4,1
B63186,SFO,BOS,3,1
B63191,DFW,JFK,7,1
B63197,ATL,ORD,14,1
B63216,SFO,SEA,14,1
B63238,ORD,BOS,4,1
B63242,ORD,SEA,14,1
B63248,ORD,SEA,1,1
B63256,SFO,BOS,21,1
B63272,DFW,IAD,4,1
B63278,ORD,JFK,22,1
B63283,SEA,BOS,14,1
B63302,DFW,LAX,8,1
B63304,ATL,SFO,4,1
B63311,JFK,ORD,4,1
B63312,SEA,LAX,8,1
B63314,JFK,BOS,15,1
B63324,DEN,ORD,6,1
B63329,DFW,SFO,3,1
B6333,LAX,DFW,22,1
B63334,DEN,ORD,20,1
B63354,DEN,SFO,6,1
B63356,ATL,LAX,21,1
B63361,SEA,SFO,17,1
B63362,IAD,BOS,14,1
B63363,ORD,SFO,10,1
B63376,ORD,ATL,19,1
B63379,DFW,DEN,15,1
B63411,DEN,SFO,8,1
B63421,LAX,ORD,8,1
B63439,IAD,ORD,16,1
B63443,DEN,BOS,3,1
B63447,SFO,ORD,2,1
B63454,SFO,IAD,15,1
B63456,ATL,SFO,15,1
B63459,SEA,LAX,3,1
B63460,IAD,JFK,2,1
B63461,JFK,IAD,22,1
B63464,IAD,BOS,9,1
B63479,ORD,SFO,3,1
B63480,LAX,BOS,23,1
B63493,ATL,SFO,15,1
B63495,ORD,BOS,21,1
B63502,DEN,ORD,17,1
B63505,ATL,SEA,8,1
B63507,BOS,IAD,6,1
B63512,SFO,LAX,3,1
B63520,ATL,DEN,5,1
B63524,SEA,ORD,12,1
B63531,DFW,SFO,11,1
B63540,SFO,DFW,4,1
B63542,BOS,IAD,15,1
B63545,LAX,IAD,2,1
B63546,SFO,DFW,0,1
B63558,BOS,ORD,9,1
B63559,ATL,DEN,12,1
B63560,DFW,SEA,12,1
B63565,BOS,SFO,16,1
B6357,JFK,SFO,2,1
B63583,ATL,DEN,20,1
B63589,SFO,LAX,20,1
B63592,DFW,LAX,3,1
B63597,ATL,ORD,4,1
B63598,JFK,LAX,19,1
B63609,SFO,LAX,11,1
B63610,IAD,DEN,18,1
B6362,DEN,ATL,23,1
B63620,JFK,SEA,12,1
B63633,ORD,ATL,11,1
B63636,JFK,DFW,10,1
B6364,SFO,DEN,8,1
B63643,LAX,ATL,1,1
B63652,DEN,DFW,9,1
B63653,SFO,ATL,12,1
B63657,DEN,SFO,17,1
B63670,ATL,SEA,12,1
B63682,SFO,JFK,9,1
B63685,ATL,IAD,10,1
B63686,SFO,ORD,11,1
B63690,SFO,DFW,0,1
B63704,ORD,ATL,4,1
B6371,ATL,DEN,14,1
B63714,JFK,ATL,7,1
B6372,DFW,ATL,22,1
B63723,SEA,LAX,6,1
B63724,LAX,JFK,9,1
B63730,IAD,ORD,5,1
B63732,JFK,BOS,13,1
B63736,BOS,DEN,11,1
B63742,ATL,SEA,18,1
B63745,JFK,DFW,10,1
B63746,ATL,ORD,19,1
B63756,DFW,ATL,6,1
B63759,BOS,ATL,17,1
B63762,DEN,JFK,12,1
B63771,BOS,SEA,5,1
B63772,DFW,IAD,16,1
B63776,BOS,DEN,10,1
B63782,SEA,BOS,23,1
B63805,ATL,DFW,16,1
B63811,SEA,IAD,12,1
B63812,JFK,SFO,1,1
B63814,IAD,ORD,19,1
B63817,IAD,ORD,3,1
B63819,SEA,BOS,5,1
B63828,ORD,IAD,21,1
B6383,IAD,BOS,4,1
B63830,ATL,DFW,6,1
B63838,ATL,LAX,5,1
B63840,IAD,DEN,19,1
B63841,BOS,IAD,14,1
B63845,DFW,ATL,8,1
B63847,IAD,LAX,2,1
B63856,IAD,SEA,3,1
B63859,ATL,DFW,12,1
B63860,DFW,LAX,21,1
B63864,ATL,SEA,15,1
B63875,DFW,ATL,5,1
B63876,JFK,ATL,5,1
B63887,ORD,JFK,1,1
B63889,ATL,JFK,8,1
B63893,DEN,BOS,5,1
B63899,LAX,ATL,0,1
B63910,JFK,ATL,9,1
B63929,IAD,BOS,3,1
B63930,ATL,JFK,23,1
B63941,DEN,JFK,12,1
B63948,IAD,BOS,4,1
B63950,SFO,LAX,18,1
B63955,JFK,DEN,11,1
B63966,ATL,JFK,21,1
B63968,JFK,ATL,12,1
B63975,SEA,DFW,10,1
B63989,LAX,JFK,15,1
B6399,IAD,DEN,14,1
B63990,DEN,JFK,6,1
B63991,BOS,ORD,21,1
B63996,DFW,BOS,5,1
B6400,BOS,ATL,0,1
B64001,BOS,SFO,11,1
B64005,SEA,ORD,6,1
B64017,SFO,ORD,10,1
B64027,DFW,ORD,3,1
B64033,ATL,ORD,16,1
B6404,LAX,ORD,14,1
B64040,BOS,ORD,18,1
B64047,SEA,BOS,20,1
B64063,BOS,JFK,4,1
B64070,SEA,BOS,8,1
B64078,BOS,ORD,15,1
B64088,LAX,BOS,4,1
B64103,ATL,JFK,14,1
B64109,SFO,ORD,23,1
B64113,LAX,JFK,3,1
B64123,DFW,ORD,15,1
B6413,LAX,BOS,9,1
B64137,SFO,DEN,20,1
B64138,LAX,BOS,13,1
B64147,ATL,SFO,11,1
B64150,BOS,IAD,13,1
B64159,DFW,JFK,22,1
B6417,IAD,SFO,0,1
B64171,IAD,SFO,9,1
B64181,DFW,SEA,15,1
B64187,IAD,JFK,13,1
B6419,LAX,IAD,12,1
B64203,JFK,IAD,15,1
B64212,JFK,LAX,5,1
B64225,BOS,DEN,7,1
B64237,IAD,SFO,10,1
B64239,DEN,IAD,14,1
B64248,BOS,DFW,11,1
B64249,SFO,ORD,3,1
B64250,ATL,SFO,5,1
B64256,SEA,IAD,6,1
B64278,IAD,SEA,0,1
B64285,ORD,BOS,19,1
B64287,DFW,BOS,0,1
B64289,JFK,SFO,18,1
B64294,LAX,BOS,16,1
B64302,DEN,BOS,21,1
B64304,ORD,ATL,12,1
B64305,BOS,IAD,14,1
B64306,LAX,IAD,4,1
B64311,ATL,LAX,21,1
B64312,BOS,ORD,11,1
B64320,JFK,BOS,19,1
B64331,IAD,LAX,2,1
B64338,BOS,LAX,7,1
B64340,DEN,BOS,0,1
B64353,LAX,SFO,12,1
B64367,SEA,BOS,18,1
B64369,ORD,LAX,9,1
B64373,IAD,DEN,20,1
B64378,BOS,DFW,7,1
B64383,ORD,IAD,17,1
B64387,ORD,ATL,12,1
B64391,DEN,JFK,0,1
B64396,LAX,ORD,19,1
B6440,BOS,LAX,17,1
B64402,ORD,ATL,10,1
B64403,LAX,SEA,16,1
B64407,DEN,SFO,3,1
B64409,ATL,JFK,2,1
B6441,DFW,LAX,17,1
B64411,SEA,ORD,17,1
B64414,JFK,DEN,7,1
B64415,DEN,ORD,16,1
B6442,SEA,DEN,11,1
B64423,IAD,SFO,19,1
B64427,LAX,DFW,0,1
B64437,ATL,SEA,13,1
B64438,DFW,JFK,17,1
B64445,DFW,SEA,16,1
B64446,SEA,DFW,8,1
B64459,DEN,BOS,5,1
B64470,LAX,BOS,5,1
B64482,SEA,JFK,4,1
B6449,DEN,IAD,4,1
B64502,JFK,LAX,8,1
B64503,SFO,ATL,22,1
B64506,SFO,SEA,16,1
B64511,LAX,SEA,21,1
B64518,DEN,JFK,16,1
B64522,ORD,SEA,6,1
B64523,BOS,IAD,0,1
B64538,IAD,ORD,16,1
B64540,DFW,ORD,21,1
B64543,JFK,LAX,7,1
B64544,DFW,SFO,8,1
B64557,ORD,DFW,16,1
B64560,SEA,LAX,1,1
B64565,SEA,IAD,8,1
B64570,BOS,JFK,7,1
B64579,ORD,BOS,7,1
B64594,LAX,IAD,5,1
B64595,IAD,SFO,2,1
B64631,ORD,LAX,11,1
B64650,SFO,JFK,16,1
B64664,IAD,SEA,11,1
B64667,BOS,ORD,3,1
B64673,DFW,SEA,13,1
B64680,DFW,SEA,13,1
B64684,SFO,JFK,23,1
B64710,SEA,BOS,4,1
B64711,LAX,IAD,17,1
B64714,ATL,LAX,14,1
B64716,DFW,LAX,20,1
B64761,BOS,DEN,14,1
B64795,DFW,SFO,10,1
B64797,DEN,LAX,15,1
B64802,DFW,BOS,1,1
B64803,ATL,ORD,4,1
B64807,DEN,DFW,5,1
B6481,SEA,SFO,23,1
B64823,IAD,ATL,16,1
B64827,SEA,DFW,18,1
B64834,LAX,DEN,13,1
B64841,SFO,JFK,3,1
B64853,IAD,JFK,19,1
B64879,ORD,ATL,20,1
B6488,DFW,LAX,14,1
B64880,ORD,ATL,7,1
B64887,ATL,IAD,20,1
B6491,ORD,ATL,14,1
B64929,ATL,DEN,0,1
B6493,LAX,JFK,19,1
B64935,ATL,DFW,19,1
B64946,ATL,BOS,0,1
B64962,JFK,LAX,20,1
B64964,ORD,SFO,16,1
B64970,ATL,IAD,5,1
B64971,DEN,SEA,15,1
B6499,IAD,DEN,20,1
B65001,DFW,ATL,15,1
B65007,ORD,LAX,1,1
B65008,IAD,BOS,7,1
B65028,ATL,SEA,9,1
B65029,DEN,SEA,13,1
B65035,JFK,LAX,22,1
B65037,ATL,IAD,1,1
B65040,ORD,ATL,3,1
B65054,BOS,ORD,10,1
B65055,SEA,DEN,6,1
B65056,LAX,IAD,15,1
B65057,DEN,DFW,15,1
B65059,ORD,ATL,19,1
B65063,IAD,JFK,14,1
B65076,DEN,ATL,5,1
B65081,JFK,ATL,6,1
B65083,DEN,SEA,2,1
B65093,DFW,SEA,20,1
B65094,ATL,DFW,20,1
B6511,ATL,JFK,1,1
B65114,ORD,ATL,7,1
B65117,DFW,IAD,6,1
B65119,SFO,LAX,22,1
B65129,SEA,LAX,23,1
B6513,BOS,DEN,22,1
B65133,BOS,SFO,8,1
B65145,ORD,SEA,1,1
B65146,ORD,DEN,3,1
B65158,DFW,IAD,7,1
B65162,ORD,DEN,16,1
B6517,IAD,ORD,15,1
B65188,SEA,DFW,0,1
B6519,BOS,IAD,9,1
B65199,BOS,DEN,7,1
B65202,IAD,ATL,18,1
B65221,SEA,SFO,20,1
B65223,SEA,BOS,8,1
B65226,LAX,BOS,12,1
B65231,DFW,IAD,4,1
B65238,IAD,ATL,0,1
B65242,IAD,DFW,7,1
B65249,DEN,SEA,21,1
B65252,SFO,SEA,15,1
B65255,DFW,ORD,10,1
B65264,LAX,ATL,2,1
B65266,DEN,ORD,21,1
B6527,LAX,ATL,9,1
B65271,LAX,ATL,14,1
B65280,BOS,SFO,23,1
B6529,ORD,JFK,1,1
B65298,DEN,ORD,16,1
B65301,DFW,ORD,12,1
B65308,SFO,LAX,2,1
B65311,BOS,SEA,0,1
B65312,SFO,SEA,11,1
B65321,ATL,IAD,17,1
B65337,ATL,DFW,18,1
B6535,BOS,DFW,0,1
B65355,ATL,JFK,10,1
B65366,LAX,SEA,8,1
B65368,LAX,ATL,15,1
B65373,BOS,ATL,15,1
B65379,SEA,DEN,8,1
B6538,SEA,DEN,9,1
B65380,BOS,ORD,14,1
B65382,DFW,BOS,13,1
B65395,SEA,ORD,3,1
B6540,ORD,IAD,0,1
B65418,BOS,SFO,7,1
B6543,SEA,ATL,9,1
B65435,ATL,JFK,22,1
B65438,IAD,DFW,18,1
B65450,JFK,DEN,5,1
B65451,ATL,SFO,12,1
B65463,LAX,BOS,16,1
B65464,SEA,LAX,11,1
B65465,SEA,LAX,18,1
B65469,ATL,ORD,1,1
B6547,DEN,ATL,4,1
B65481,DEN,IAD,0,1
B65483,DEN,DFW,16,1
B65485,SFO,ATL,20,1
B65493,JFK,DFW,3,1
B65499,IAD,DFW,9,1
B65507,DFW,SFO,9,1
B65509,SFO,LAX,19,1
B65523,JFK,SFO,9,1
B65531,IAD,JFK,15,1
B65534,BOS,ATL,8,1
B6554,JFK,DEN,21,1
B65542,DEN,DFW,14,1
B65544,DEN,JFK,23,1
B65545,BOS,IAD,2,1
B65548,SEA,IAD,8,1
B65559,ATL,DEN,0,1
B65560,DEN,SFO,16,1
B65565,IAD,DFW,15,1
B65566,DEN,SEA,4,1
B65572,BOS,JFK,18,1
B65578,SFO,DFW,15,1
B65584,JFK,ORD,10,1
B65590,SFO,IAD,7,1
B65597,DEN,BOS,7,1
B65598,ATL,SEA,14,1
B6560,ORD,BOS,20,1
B65604,DEN,ATL,3,1
B65611,JFK,ORD,18,1
B65615,LAX,JFK,2,1
B65617,DFW,BOS,17,1
B65629,IAD,ORD,8,1
B6563,ATL,ORD,17,1
B65634,ORD,JFK,14,1
B65635,DEN,BOS,3,1
B65661,ATL,ORD,19,1
B65671,DEN,JFK,11,1
B65674,DEN,SFO,0,1
B65675,LAX,IAD,18,1
B65686,DFW,DEN,12,1
B65688,SEA,DFW,20,1
B6569,JFK,LAX,15,1
B65700,ATL,BOS,21,1
B65711,SEA,ORD,17,1
B65715,SEA,IAD,21,1
B65719,DFW,ORD,12,1
B65721,LAX,BOS,5,1
B65742,ATL,SFO,4,1
B65745,LAX,DEN,15,1
B65749,IAD,LAX,1,1
B65750,ATL,IAD,22,1
B65751,JFK,ORD,0,1
B65756,LAX,ORD,14,1
B65764,SEA,ATL,22,1
B65767,LAX,JFK,6,1
B65768,BOS,SFO,0,1
B65773,LAX,JFK,7,1
B65778,BOS,ATL,22,1
B6578,LAX,ORD,14,1
B65787,DEN,IAD,2,1
B65790,BOS,ATL,19,1
B65792,SFO,ORD,6,1
B65801,IAD,LAX,3,1
B65802,LAX,BOS,0,1
B65807,JFK,ATL,23,1
B65812,DFW,ORD,1,1
B65829,SFO,DEN,0,1
B65833,SEA,LAX,19,1
B6586,DFW,LAX,11,1
B65861,LAX,DFW,3,1
B65865,ATL,DEN,1,1
B6587,SFO,DFW,14,1
B65873,DEN,JFK,17,1
B65875,LAX,IAD,18,1
B65877,BOS,ATL,3,1
B65896,ATL,JFK,10,1
B65898,JFK,SEA,11,1
B65900,ATL,DEN,10,1
B65901,SFO,DEN,0,1
B65911,DFW,BOS,18,1
B65913,JFK,DFW,20,1
B65917,ATL,SEA,20,1
B6592,DEN,JFK,22,1
B65924,BOS,ORD,19,1
B65932,SEA,IAD,15,1
B65959,IAD,DEN,3,1
B65961,SFO,BOS,20,1
B65967,IAD,SFO,23,1
B65977,SFO,DFW,23,1
B65982,BOS,ATL,7,1
B65988,DEN,DFW,23,1
B65989,SEA,BOS,22,1
B66008,ATL,DFW,14,1
B66010,ORD,DEN,9,1
B66029,SEA,IAD,16,1
B66032,JFK,DFW,13,1
B66033,JFK,DEN,15,1
B66045,DEN,JFK,15,1
B66050,DEN,ATL,13,1
B66066,ATL,IAD,4,1
B66073,DEN,SEA,17,1
B66084,DEN,BOS,4,1
B66085,SEA,JFK,7,1
B66089,DEN,SFO,16,1
B66093,DFW,BOS,23,1
B66094,ATL,BOS,20,1
B66098,ATL,BOS,6,1
B66118,IAD,SFO,23,1
B66121,ATL,BOS,9,1
B66124,SEA,ORD,13,1
B66127,DEN,JFK,12,1
B66149,BOS,JFK,0,1
B66154,LAX,BOS,11,1
B6616,ORD,IAD,15,1
B66180,JFK,DEN,6,1
B66198,SFO,DFW,14,1
B66202,BOS,JFK,8,1
B66206,LAX,SEA,5,1
B66207,SEA,DFW,4,1
B6621,IAD,DFW,13,1
B66213,ORD,LAX,20,1
B66228,DEN,DFW,12,1
B66231,ATL,DFW,23,1
B66232,SFO,LAX,18,1
B66247,LAX,IAD,14,1
B66253,ATL,DFW,8,1
B66285,SFO,ATL,20,1
B66288,BOS,DEN,17,1
B66289,JFK,DEN,6,1
B6629,DFW,JFK,7,1
B66298,BOS,SEA,22,1
B66300,DFW,JFK,13,1
B66307,BOS,SEA,4,1
B66310,SFO,DFW,12,1
B66313,DFW,JFK,8,1
B66315,SFO,SEA,8,1
B6632,JFK,DEN,15,1
B66324,JFK,DEN,0,1
B66330,DFW,SEA,22,1
B66342,ATL,IAD,18,1
B66343,BOS,DFW,16,1
B66349,BOS,IAD,10,1
B66358,SEA,JFK,2,1
B6636,LAX,ATL,13,1
B66371,BOS,SFO,19,1
B66386,SFO,SEA,17,1
B6639,BOS,IAD,13,1
B66391,SEA,DEN,11,1
B66404,ATL,DFW,18,1
B66409,LAX,ATL,16,1
B66419,BOS,SFO,18,1
B66440,ATL,ORD,15,1
B66446,ATL,BOS,5,1
B66456,ORD,DFW,9,1
B6646,LAX,IAD,16,1
B66468,SFO,JFK,13,1
B66471,DEN,LAX,14,1
B66478,JFK,DEN,7,1
B66479,BOS,ATL,6,1
B66480,ATL,DFW,13,1
B66490,DEN,ATL,1,1
B66496,BOS,ATL,17,1
B66499,DEN,JFK,19,1
B66513,JFK,DEN,3,1
B66514,IAD,ORD,19,1
B66518,BOS,JFK,16,1
B66519,ATL,SFO,12,1
B66520,ORD,SFO,5,1
B66523,ORD,SFO,17,1
B66531,DEN,LAX,6,1
B66532,LAX,SFO,14,1
B66537,JFK,SFO,5,1
B66547,DEN,BOS,13,1
B66574,ORD,ATL,20,1
B66577,LAX,ATL,4,1
B66581,JFK,SEA,9,1
B66582,DFW,BOS,18,1
B66594,IAD,DEN,1,1
B66595,BOS,IAD,18,1
B66597,ATL,DEN,0,1
B66604,DFW,IAD,12,1
B66610,LAX,ATL,7,1
B66624,SFO,ORD,19,1
B66626,SEA,LAX,16,1
B66629,LAX,ATL,21,1
B6663,BOS,LAX,10,1
B66633,ORD,IAD,13,1
B66635,SEA,ORD,8,1
B66641,ORD,SFO,5,1
B66643,LAX,IAD,23,1
B66647,DEN,ATL,14,1
B66650,LAX,DFW,19,1
B66667,JFK,LAX,7,1
B66678,DEN,SEA,23,1
B66679,ORD,IAD,17,1
B66686,ORD,IAD,10,1
B6671,LAX,SFO,20,1
B66717,SFO,JFK,21,1
B66719,DEN,IAD,11,1
B66730,JFK,ATL,12,1
B66740,SEA,ORD,16,1
B66751,SFO,ATL,1,1
B66752,BOS,DFW,23,1
B66759,LAX,BOS,3,1
B66760,DEN,DFW,17,1
B66764,IAD,ORD,9,1
B66768,LAX,SFO,17,1
B66780,LAX,BOS,7,1
B66783,DFW,ATL,2,1
B66784,LAX,SEA,6,1
B66785,DEN,DFW,1,1
B66790,ORD,SEA,12,1
B66794,SEA,SFO,13,1
B66796,SEA,ORD,2,1
B66805,SFO,JFK,22,1
B66806,BOS,ORD,13,1
B6681,LAX,ATL,16,1
B66822,ATL,LAX,0,1
B66823,BOS,ORD,12,1
B66831,DFW,ATL,0,1
B66834,ORD,ATL,9,1
B66846,LAX,IAD,8,1
B66854,JFK,ORD,23,1
B66867,SFO,ATL,15,1
B66874,LAX,IAD,8,1
B66876,ORD,JFK,18,1
B66881,SEA,BOS,17,1
B66883,IAD,DFW,8,1
B66888,LAX,SEA,15,1
B66902,ORD,IAD,0,1
B66924,IAD,JFK,20,1
B66942,SEA,SFO,16,1
B66946,DFW,BOS,14,1
B6695,IAD,SEA,3,1
B66966,ORD,IAD,0,1
B66967,SEA,ATL,9,1
B66974,IAD,ORD,16,1
B66983,SFO,ATL,16,1
B66984,DFW,ORD,13,1
B67010,DFW,SEA,15,1
B67011,BOS,ORD,1,1
B67014,DFW,ATL,14,1
B67023,ATL,IAD,15,1
B67026,BOS,IAD,4,1
B67039,ATL,BOS,14,1
B6704,JFK,ATL,19,1
B67053,ORD,DFW,8,1
B67061,LAX,DFW,10,1
B67063,DFW,BOS,23,1
B67072,IAD,BOS,2,1
B67074,SEA,ATL,17,1
B67077,IAD,SEA,23,1
B6708,DEN,ORD,23,1
B67083,LAX,SEA,15,1
B67085,SFO,BOS,23,1
B67087,SEA,ORD,10,1
B67088,IAD,JFK,8,1
B67091,DEN,IAD,16,1
B67094,SEA,DEN,20,1
B67095,DEN,SEA,2,1
B67100,DFW,ATL,20,1
B67103,LAX,SEA,12,1
B67128,ATL,SFO,3,1
B67129,ATL,LAX,10,1
B67132,LAX,BOS,15,1
B67144,ORD,BOS,1,1
B67145,ORD,IAD,3,1
B67149,ORD,DFW,17,1
B6715,ATL,JFK,8,1
B67151,IAD,LAX,16,1
B67164,LAX,ORD,19,1
B67168,BOS,DEN,12,1
B67169,JFK,IAD,9,1
B67181,JFK,ORD,3,1
B67192,IAD,SEA,7,1
B67202,JFK,ORD,21,1
B67205,DEN,LAX,12,1
B67207,BOS,SFO,10,1
B67210,BOS,LAX,19,1
B67214,ATL,JFK,18,1
B67218,LAX,BOS,7,1
B67221,SEA,IAD,1,1
B67223,ATL,IAD,12,1
B67236,SFO,ATL,12,1
B67242,BOS,DFW,10,1
B67245,LAX,ATL,18,1
B67253,SEA,SFO,11,1
B67270,IAD,SEA,17,1
B67283,JFK,SFO,13,1
B67284,SFO,BOS,4,1
B67286,JFK,ATL,14,1
B67290,ATL,BOS,17,1
B67293,JFK,ATL,21,1
B67295,DEN,JFK,18,1
B67300,BOS,DFW,4,1
B67313,DFW,SEA,12,1
B67319,LAX,SFO,20,1
B6732,BOS,DFW,8,1
B6733,ORD,ATL,22,1
B67337,ATL,SFO,2,1
B67338,LAX,ATL,0,1
B6734,IAD,LAX,21,1
B67342,DFW,LAX,9,1
B67350,SFO,BOS,17,1
B67360,LAX,IAD,0,1
B67372,JFK,SFO,4,1
B67375,JFK,SEA,13,1
B6738,DEN,SEA,9,1
B67385,IAD,SEA,20,1
B67411,ORD,SFO,23,1
B67414,ATL,LAX,14,1
B67415,DEN,LAX,12,1
B67422,IAD,SEA,0,1
B67423,LAX,JFK,23,1
B67424,IAD,DFW,17,1
B67434,SFO,LAX,21,1
B6744,SEA,LAX,10,1
B67449,DFW,JFK,15,1
B67458,DFW,SEA,3,1
B67466,JFK,DFW,16,1
B67467,DEN,BOS,17,1
B67470,SEA,BOS,14,1
B67477,DEN,ATL,11,1
B6748,ORD,DFW,13,1
B67487,DEN,IAD,8,1
B67491,ORD,DFW,23,1
B67494,SFO,SEA,3,1
B67502,JFK,LAX,13,1
B67503,BOS,ORD,16,1
B67510,IAD,ATL,18,1
B67514,JFK,LAX,18,1
B67518,BOS,JFK,17,1
B67522,SEA,LAX,20,1
B67530,JFK,DEN,3,1
B67537,DEN,ATL,15,1
B6754,JFK,IAD,8,1
B67547,DEN,ATL,6,1
B67558,ATL,DFW,22,1
B67566,DFW,IAD,3,1
B67567,BOS,LAX,6,1
B67591,LAX,DEN,20,1
B67595,BOS,DEN,18,1
B67600,DFW,LAX,18,1
B67603,DFW,ATL,7,1
B67622,SFO,DFW,1,1
B67624,DEN,ATL,22,1
B67631,BOS,DEN,9,1
B67632,LAX,BOS,4,1
B67635,ORD,BOS,1,1
B67637,SFO,SEA,3,1
B67661,LAX,DEN,22,1
B67666,DEN,SEA,21,1
B6767,LAX,ATL,2,1
B67673,DFW,JFK,12,1
B6768,LAX,ORD,15,1
B67681,IAD,SEA,11,1
B67687,IAD,BOS,2,1
B67709,LAX,IAD,4,1
B67716,DFW,LAX,3,1
B67721,DFW,LAX,8,1
B67722,DFW,JFK,17,1
B67735,BOS,LAX,9,1
B67755,BOS,SFO,9,1
B67758,ATL,DEN,3,1
B67765,BOS,IAD,10,1
B67768,BOS,IAD,6,1
B67807,DEN,JFK,21,1
B67819,ORD,ATL,6,1
B67820,ATL,LAX,10,1
B67824,DFW,LAX,12,1
B67826,ORD,BOS,23,1
B67829,DFW,ORD,2,1
B67832,BOS,SFO,7,1
B67835,IAD,ATL,21,1
B67854,DFW,BOS,12,1
B67862,SFO,IAD,21,1
B67867,LAX,BOS,19,1
B67878,SFO,DFW,13,1
B67893,SEA,ORD,8,1
B67896,ATL,JFK,21,1
B67905,JFK,BOS,2,1
B67909,DEN,SEA,20,1
B67910,SEA,BOS,7,1
B67919,ORD,IAD,9,1
B67924,DEN,DFW,23,1
B6793,IAD,LAX,12,1
B67942,ATL,SEA,10,1
B67980,JFK,DFW,18,1
B67987,ORD,SFO,5,1
B67992,SEA,DEN,5,1
B67993,LAX,JFK,4,1
B68000,DFW,IAD,22,1
